--------- beginning of main
06-09 02:49:43.751  1699  1699 D EMDLOGGER1: ccb_init_cond: wait required modem status time out
06-09 02:49:43.884  1955  2776 D SLocation: WifiBssidMonitor - requestRefresh
06-09 02:49:43.885  1955  2776 W SLocation: WifiBssidMonitor - connected wifi : (98:ed:7e:**:**:c8/884)
--------- beginning of system
06-09 02:49:44.032  1955  4970 D ActivityManager: force stop from com.android.server.am.ActivityManagerService.forceStopPackage:4 com.android.server.am.ActivityManagerShellCommand.runForceStop:106 com.android.server.am.ActivityManagerShellCommand.onCommand:1868 
06-09 02:49:44.032  1955  4970 I ActivityManager: Force stopping com.expeditioncommand.planningofflinesync appid=10363 user=0: from pid 15915
06-09 02:49:44.033  1955  4970 I ActivityManager: Killing 8327:com.expeditioncommand.planningofflinesync/u0a363 (adj 0): stop com.expeditioncommand.planningofflinesync due to from pid 15915
06-09 02:49:44.033  1955  2010 E AI::PermissionDataController: For input string: "6442450944"
06-09 02:49:44.033  1955  2010 E AI::PermissionDataController: For input string: "6442450944"
06-09 02:49:44.035  1955  4970 D ActivityManager: proc ProcessRecord{552af31 8327:com.expeditioncommand.planningofflinesync/u0a363} already removed. so we skip next process.
06-09 02:49:44.036  1955  4970 W ActivityTaskManager: Force removing ActivityRecord{218852093 u0 com.expeditioncommand.planningofflinesync/.MainActivity t557 f}}: app died, no saved state
06-09 02:49:44.036  1955  4970 D WindowManager: Transition is created, t=TransitionRecord{cae0a87 id=-1 type=CLOSE flags=0x0}, caller=com.android.server.wm.Transition.<init>:182 com.android.server.wm.TransitionController.createTransition:17 com.android.server.wm.TransitionController.requestCloseTransitionIfNeeded:73 com.android.server.wm.WindowProcessController.handleAppDied$1:441 com.android.server.am.ActivityManagerService.handleAppDiedLocked:248 
06-09 02:49:44.036  1955  4970 D BLASTSyncEngine: SyncGroup is created, id=5325, name=Transition-CLOSE, caller=com.android.server.wm.BLASTSyncEngine$SyncGroup.<init>:52 com.android.server.wm.TransitionController.moveToCollecting:79 com.android.server.wm.TransitionController.createTransition:46 com.android.server.wm.TransitionController.requestCloseTransitionIfNeeded:73 com.android.server.wm.WindowProcessController.handleAppDied$1:441 com.android.server.am.ActivityManagerService.handleAppDiedLocked:248 com.android.server.am.ProcessList.removeProcessLocked:198 
06-09 02:49:44.036  1955  4433 E AppOps  : Operation not started: uid=10363 pkg=com.expeditioncommand.planningofflinesync(null) op=MONITOR_HIGH_POWER_LOCATION
06-09 02:49:44.036  1955  4970 W BLASTSyncEngine: setSyncMethod, id=5325, method=0, caller=com.android.server.wm.TransitionController.moveToCollecting:91 com.android.server.wm.TransitionController.createTransition:46 com.android.server.wm.TransitionController.requestCloseTransitionIfNeeded:73 
06-09 02:49:44.036  1955  4970 V WindowManager: Start collecting in Transition: TransitionRecord{cae0a87 id=5325 type=CLOSE flags=0x0}, caller=com.android.server.wm.TransitionController.createTransition:46 com.android.server.wm.TransitionController.requestCloseTransitionIfNeeded:73 com.android.server.wm.WindowProcessController.handleAppDied$1:441 com.android.server.am.ActivityManagerService.handleAppDiedLocked:248 com.android.server.am.ProcessList.removeProcessLocked:198 
06-09 02:49:44.036  1955  4970 V WindowManager: Requesting StartTransition: TransitionRecord{cae0a87 id=5325 type=CLOSE flags=0x0}, caller=com.android.server.wm.TransitionController.requestCloseTransitionIfNeeded:81 com.android.server.wm.WindowProcessController.handleAppDied$1:441 com.android.server.am.ActivityManagerService.handleAppDiedLocked:248 com.android.server.am.ProcessList.removeProcessLocked:198 com.android.server.am.ProcessList.killPackageProcessesLSP:566 
06-09 02:49:44.037  1955  4433 E AppOps  : Operation not started: uid=10363 pkg=com.expeditioncommand.planningofflinesync(null) op=MONITOR_LOCATION
06-09 02:49:44.037  1955  4970 V WindowManager: Collecting in transition 5325: Task{523d3f2 #557 type=standard A=10363:com.expeditioncommand.planningofflinesync}, caller=com.android.server.wm.Transition.collectExistenceChange:40 com.android.server.wm.Transition.collectClose:7 com.android.server.wm.WindowProcessController.handleAppDied$1:447 com.android.server.am.ActivityManagerService.handleAppDiedLocked:248 com.android.server.am.ProcessList.removeProcessLocked:198 
06-09 02:49:44.037  1955  4970 D WindowManager: prepareSync <SYNC_STATE_WAITING_FOR_DRAW>, mPrepareSyncSeqId=0, win=Window{d90aef8 u0 com.expeditioncommand.planningofflinesync/com.expeditioncommand.planningofflinesync.MainActivity}
06-09 02:49:44.037  1955  4970 V WindowManager: Cleaning splash screen token=ActivityRecord{218852093 u0 com.expeditioncommand.planningofflinesync/.MainActivity t557 f}}
06-09 02:49:44.038  1955  4970 V WindowManager: Collecting in transition 5325: ActivityRecord{218852093 u0 com.expeditioncommand.planningofflinesync/.MainActivity t557 f}}, caller=com.android.server.wm.TransitionController.collect:7 com.android.server.wm.ActivityRecord.onRemovedFromDisplay:258 com.android.server.wm.ActivityRecord.removeFromHistory:173 com.android.server.wm.WindowProcessController.handleAppDied$1:507 com.android.server.am.ActivityManagerService.handleAppDiedLocked:248 
06-09 02:49:44.038  1955  4970 D SGM:FgCheckThread: TaskStackListener.onTaskFocusChanged(), taskId=557, focused=false
06-09 02:49:44.038 15360 15485 I FusedLocation: (REDACTED) stationary throttling engaged @%s
06-09 02:49:44.038  1955  4970 D WindowManager: Changing focus from Window{d90aef8 u0 com.expeditioncommand.planningofflinesync/com.expeditioncommand.planningofflinesync.MainActivity} to null displayId=0 Callers=com.android.server.wm.ActivityRecord.onRemovedFromDisplay:454 com.android.server.wm.ActivityRecord.removeFromHistory:173 com.android.server.wm.WindowProcessController.handleAppDied$1:507 com.android.server.am.ActivityManagerService.handleAppDiedLocked:248 
06-09 02:49:44.038  1955  4970 V SystemKeyManager: updateFocusedWindow() is called, 
06-09 02:49:44.038  1955  4970 I SystemKeyManager: isSystemKeyEventRequested() : focusedWindow is empty.
06-09 02:49:44.038  1955  4970 I SystemKeyManager: isSystemKeyEventRequested() : focusedWindow is empty.
06-09 02:49:44.039  1955  4970 I SemDvfsHyPerManager: acquire hyper - AMS_APP_HOME/1955@29, type = -999
06-09 02:49:44.039  1487  1524 I HYPER-HAL: [RequestManager.cpp]acquire(): Acquired ID : 1969149  [1955 / 29]    HINT : AMS_APP_HOME    list : 
06-09 02:49:44.039  1487  1524 I mtkpower_client: perf_lock_acq, hdl:0, dur:0, num:2, pid:1487, tid:1524
06-09 02:49:44.039  1955  4970 D ActivityManagerPerformance: AMP_acquire() HOME
06-09 02:49:44.040  4411  4411 I SemDvfsHyPerManager: acquire hyper - APP_START_HOME/4411@16, type = -999
06-09 02:49:44.040  1487  1524 I mtkpower_client: ret_hdl:61017
06-09 02:49:44.040  1487  1524 I mtkpower_client: perf_lock_acq, hdl:0, dur:0, num:2, pid:1487, tid:1524
06-09 02:49:44.040  1495  1547 I libPowerHal: [perfLockAcq] idx:0 hdl:61017 hint:-1 pid:1487 tid:1524 duration:0 lock_user:vendor.samsung. => ret_hdl:61017
06-09 02:49:44.040  1495  1547 I libPowerHal: [set_cpuidle] enable:0, fd:15, scn:0xb400007c4cbf7800
06-09 02:49:44.040  1495  1547 I libPowerHal: [PE] vendor.samsung. update cmd:1c3c100 param:0
06-09 02:49:44.041  1487  1524 I mtkpower_client: ret_hdl:61018
06-09 02:49:44.041  1495  1547 I libPowerHal: [perfLockAcq] idx:1 hdl:61018 hint:-1 pid:1487 tid:1524 duration:0 lock_user:vendor.samsung. => ret_hdl:61018
06-09 02:49:44.041  1495  1547 I libPowerHal: [setClusterFreq] vendor.samsung. set cpufreq[0] min:2000000 max:-1 cpufreq[1] min:-1 max:-1 
06-09 02:49:44.041  1487  1524 I HYPER-HAL: [RequestManager.cpp]acquire(): Acquired ID : 9801394  [4411 / 16]    HINT : APP_START    list : [KERNEL_APP_START_NOTIFY / 0] [TIMEOUT / 1500] 
06-09 02:49:44.041  1495  1547 I libPowerHal: [setClusterFreq]  set cpu_ctrl cpufreq: 2000000 -1 -1 -1 
06-09 02:49:44.041  1955  2002 D SensorService: setUidStateForConnection uid= 10363 , ident = 0xb400007319ac0630 , state= 1
06-09 02:49:44.041  1955  2002 D SensorService: setUidStateForConnection uid= 10363 , ident = 0xb400007319b09430 , state= 1
06-09 02:49:44.041  1955  4970 V WindowManager: Collecting in transition 5325: ActivityRecord{130089845 u0 com.sec.android.app.launcher/.activities.LauncherActivity t16}, caller=com.android.server.wm.TransitionController.collect:7 com.android.server.wm.ActivityRecord.setVisibility:142 com.android.server.wm.TaskFragment.resumeTopActivity:1823 com.android.server.wm.Task.resumeTopActivityInnerLocked:119 com.android.server.wm.Task.resumeTopActivityUncheckedLocked:23 
06-09 02:49:44.041  1955  4970 D WindowManager: prepareSync <SYNC_STATE_WAITING_FOR_DRAW>, mPrepareSyncSeqId=0, win=Window{a3f66ba u0 com.sec.android.app.launcher/com.sec.android.app.launcher.activities.LauncherActivity}
06-09 02:49:44.042  1955  4970 V WindowManager: Setting visibility of Window{4d8e2ae u0 GoogleDiscoverWindow}: true, caller=com.android.server.wm.WindowContainer.sendAppVisibilityToClients:19 com.android.server.wm.WindowToken.setClientVisible:91 com.android.server.wm.ActivityRecord.setVisibility:496 com.android.server.wm.TaskFragment.resumeTopActivity:1823 com.android.server.wm.Task.resumeTopActivityInnerLocked:119 
06-09 02:49:44.042  1955  2004 D SGM:FgCheckThread: getForegroundApp(), foregroundPkgName=com.expeditioncommand.planningofflinesync
06-09 02:49:44.042  1955  4970 V WindowManager: Setting visibility of Window{a3f66ba u0 com.sec.android.app.launcher/com.sec.android.app.launcher.activities.LauncherActivity}: true, caller=com.android.server.wm.WindowContainer.sendAppVisibilityToClients:19 com.android.server.wm.WindowToken.setClientVisible:91 com.android.server.wm.ActivityRecord.setVisibility:496 com.android.server.wm.TaskFragment.resumeTopActivity:1823 com.android.server.wm.Task.resumeTopActivityInnerLocked:119 
06-09 02:49:44.042 31045 31045 I VRI[GoogleDiscoverWindow]@dfdf8e3: handleAppVisibility mAppVisible = false visible = true
06-09 02:49:44.042 31045 31045 D VRI[GoogleDiscoverWindow]@dfdf8e3: visibilityChanged oldVisibility=false newVisibility=true
06-09 02:49:44.042  2888  2888 I VRI[LauncherActivity]@e486a77: handleAppVisibility mAppVisible = false visible = true
06-09 02:49:44.042  1955  4970 D SGM:FgCheckThread: TaskStackListener.onTaskFocusChanged(), taskId=16, focused=true
06-09 02:49:44.043  1955  4970 D SGM:FgCheckThread:   sendRunningComponentFocus(), pkgName: com.sec.android.app.launcher, userId: 0
06-09 02:49:44.043  1955  2188 D SGM:FgCheckThread: onLooperPrepared(), msg: MSG_TASK_FOCUSED, pkgName: com.sec.android.app.launcher, userId: 0
06-09 02:49:44.043  1955  2188 D SGM:FgCheckThread: handleTaskFocused().
06-09 02:49:44.043  1955  2188 D SGM:FgCheckThread: sendFocusOutConditionally() - mPrevNotiPkg: (unknown), userId: 0
06-09 02:49:44.043  1955  2188 D SGM:FgCheckThread:   handleTaskFocused(), pkgName: com.sec.android.app.launcher, userID:0 mResumedPkgMap does not containsKey.
06-09 02:49:44.043  1955  2439 D BackgroundInstallControlService: Package event received: 0
06-09 02:49:44.043  1480  1480 I SensorsHub: queueBatch: handle=1 period=10000000 timeout=0
06-09 02:49:44.043  1955  2408 D AS.MultiSoundManager: mForegroundUid = 10134
06-09 02:49:44.044  1955  4970 D InputDispatcher: Focused application(0): ActivityRecord{130089845 u0 com.sec.android.app.launcher/.activities.LauncherActivity t16}
06-09 02:49:44.044 15360 15420 D SensorManager: unregisterListener
06-09 02:49:44.044  1955  4970 D ActivityTaskManager: scheduleTopResumedActivityChanged, onTop=true, r=ActivityRecord{130089845 u0 com.sec.android.app.launcher/.activities.LauncherActivity t16}, caller=com.android.server.wm.ActivityTaskSupervisor.scheduleTopResumedActivityStateIfNeeded:18 com.android.server.wm.ActivityTaskSupervisor.updateTopResumedActivityIfNeeded:87 com.android.server.wm.TaskFragment.setResumedActivity:30 com.android.server.wm.ActivityRecord.setState:100 com.android.server.wm.TaskFragment.resumeTopActivity:1866 com.android.server.wm.Task.resumeTopActivityInnerLocked:119 
06-09 02:49:44.044  2561  2614 V WindowManagerShell: Transition requested (#5325): android.os.BinderProxy@bf7c2e0 TransitionRequestInfo { type = CLOSE, triggerTask = TaskInfo{userId=0 taskId=557 effectiveUid=10363 displayId=0 isRunning=false baseIntent=Intent { flg=0x10000000 cmp=com.expeditioncommand.planningofflinesync/.MainActivity } baseActivity=null topActivity=null origActivity=null realActivity=ComponentInfo{com.expeditioncommand.planningofflinesync/com.expeditioncommand.planningofflinesync.MainActivity} numActivities=0 lastActiveTime=2280545021 supportsMultiWindow=true resizeMode=1 isResizeable=true minWidth=-1 minHeight=-1 maxWidth=-1 maxHeight=-1 defaultMinSize=220 desktopDefaultMinSize=304 token=WCT{android.window.IWindowContainerToken$Stub$Proxy@f1e6999} topActivityType=1 pictureInPictureParams=null shouldDockBigOverlays=false launchIntoPipHostTaskId=-1 lastParentTaskIdBeforePip=-1 displayCutoutSafeInsets=Rect(0, 0 - 0, 0) topActivityInfo=null launchCookies=[] positionInParent=Point(0, 0) parentTaskId=-1 isFocused=true isVisible=true isVisibleRequested=true isTopActivityNoDisplay=false isSleeping=false locusId=null displayAreaFeatureId=1 isTopActivityTransparent=false isActivityStackTransparent=true lastNonFullscreenBounds=Rect(312, 514 - 888, 1378) capturedLink=null capturedLinkTimestamp=0 requestedVisibleTypes=-9 topActivityRequestOpenInBrowserEducationTimestamp=0 appCompatTaskInfo=AppCompatTaskInfo { topActivityInSizeCompat=false eligibleForLetterboxEducation= false isLetterboxEducationEnabled= false isLetterboxDoubleTapEnabled= false eligibleForUserAspectRatioButton= false topActivityBoundsLetterboxed= false isFromLetterboxDoubleTap= false topActivityLetterboxVerticalPosition= -1 topActivityLetterboxHorizontalPosition= -1 topActivityLetterboxWidth=-1 topActivityLetterboxHeight=-1 topActivityAppBounds=Rect(0, 0 - 0, 0) isUserFullscreenOverrideEnabled=false isSystemFullscreenOverrideEnabled=false hasMinAspectRatioOverride=false topActivityLetterboxBounds=null cameraCompatTaskInfo=CameraCompatTaskInfo { freeformCameraCompatMode=undefined} topActivityBounds=null topActivityInDisplayCompat=false topActivityInCameraCompat=false forceRotationButtonState=0 singleTapFromLetterbox=false} topActivityMainWindowFrame=null originallySupportedMultiWindow=true hasWallpaper=false rootAffinity=10363:com.expeditioncommand.planningofflinesync isTopTaskInStage=false CoverLauncherWidgetTask=false LaunchedFromAppsCoverLauncherTask=false LaunchedFromMultistarCoverLauncherTask=false isAllowedSeamlessRotation=false isTopTransparentActivity=false isAliasManaged=false hasConfigChanged=false snappingGuideBounds=null isAiKeyRemoveAppTask=false lastDesktopWindowingBounds=null lastExternalDesktopWindowingBounds=null isKeepScreenOn=true isTopFullScreenWindow=true isFullSizeWindow=true safeCutoutInsets=null}, pipChange = null, remoteTransition = null, displayChange = null, flags = 0, debugId = 5325 }
06-09 02:49:44.044  3105  3227 I RequestManager_FLP: onOpChanged, op=0 / packageName=com.expeditioncommand.planningofflinesync
06-09 02:49:44.045  1955  4970 V WindowManager: rotationForOrientation(orient=SCREEN_ORIENTATION_UNSPECIFIED (-1), last=ROTATION_0 (0)); user=ROTATION_0 (0) 
